mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50
8.24428	0.085545	0.00485095	2.60E-08	0.00265524	1.91E-07	0.000592907	3.03E-05	0.000281871	2.74E-22	3.61E-06	7.13E-05	0.000752992	4.04E-05	3.02E-05	2.39E-13	0.000401595	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	3.25E-14	3.24E-07	1.61E-19	2.57E-19	2.51E-07	7.51E-24	2.73E-06	1.17E-24	5.11E-23	5.78E-07	0	0	2.77E-07
8.28476	0.0855518	0.00484519	2.60E-08	0.00265356	1.92E-07	0.000592907	3.03E-05	0.000281871	3.31E-22	3.61E-06	7.13E-05	0.000752993	4.04E-05	3.02E-05	2.39E-13	0.000401595	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	3.67E-14	3.24E-07	1.90E-19	3.03E-19	2.51E-07	8.91E-24	2.73E-06	1.41E-24	6.17E-23	5.78E-07	0	0	2.77E-07
8.32494	0.0855625	0.00483613	2.60E-08	0.00265092	1.93E-07	0.000592908	3.03E-05	0.000281872	4.20E-22	3.61E-06	7.13E-05	0.000752993	4.04E-05	3.02E-05	2.39E-13	0.000401596	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	4.35E-14	3.24E-07	2.36E-19	3.76E-19	2.51E-07	1.12E-23	2.73E-06	1.79E-24	7.82E-23	5.78E-07	0	0	2.77E-07
8.35608	0.0855666	0.00483263	2.60E-08	0.0026499	1.93E-07	0.000592908	3.03E-05	0.000281872	4.55E-22	3.61E-06	7.13E-05	0.000752994	4.04E-05	3.02E-05	2.39E-13	0.000401596	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	4.62E-14	3.24E-07	2.54E-19	4.04E-19	2.51E-07	1.20E-23	2.73E-06	1.94E-24	8.46E-23	5.78E-07	0	0	2.77E-07
8.39732	0.0855692	0.00483039	2.60E-08	0.00264925	1.94E-07	0.000592908	3.03E-05	0.000281872	4.77E-22	3.61E-06	7.13E-05	0.000752994	4.04E-05	3.02E-05	2.39E-13	0.000401596	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	4.79E-14	3.24E-07	2.66E-19	4.23E-19	2.51E-07	1.26E-23	2.73E-06	2.03E-24	8.87E-23	5.78E-07	0	0	2.77E-07
8.42322	0.0855713	0.00482865	2.60E-08	0.00264874	1.94E-07	0.000592908	3.03E-05	0.000281872	4.94E-22	3.61E-06	7.13E-05	0.000752994	4.04E-05	3.02E-05	2.39E-13	0.000401596	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	4.92E-14	3.24E-07	2.75E-19	4.37E-19	2.51E-07	1.30E-23	2.73E-06	2.10E-24	9.19E-23	5.78E-07	0	0	2.77E-07
8.44899	0.0855722	0.00482786	2.60E-08	0.00264851	1.94E-07	0.000592908	3.03E-05	0.000281872	5.02E-22	3.61E-06	7.13E-05	0.000752994	4.04E-05	3.02E-05	2.39E-13	0.000401596	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	4.98E-14	3.24E-07	2.79E-19	4.44E-19	2.51E-07	1.32E-23	2.73E-06	2.14E-24	9.33E-23	5.78E-07	0	0	2.77E-07
8.49013	0.0855768	0.00482395	2.60E-08	0.00264737	1.94E-07	0.000592909	3.03E-05	0.000281872	5.42E-22	3.61E-06	7.13E-05	0.000752995	4.04E-05	3.02E-05	2.39E-13	0.000401596	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	5.29E-14	3.24E-07	3.00E-19	4.76E-19	2.51E-07	1.42E-23	2.73E-06	2.31E-24	1.01E-22	5.78E-07	0	0	2.77E-07
8.52885	0.0861574	0.00433016	2.60E-08	0.00250314	2.41E-07	0.000592949	3.03E-05	0.000281885	6.63E-21	3.61E-06	7.13E-05	0.000753048	4.04E-05	3.02E-05	2.42E-13	0.000401625	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	5.03E-13	3.24E-07	3.52E-18	5.57E-18	2.51E-07	1.70E-22	2.73E-06	2.82E-23	1.23E-21	5.78E-07	0	0	2.77E-07
8.5622	0.0862789	0.00422097	2.60E-08	0.00247159	2.67E-07	0.000592985	3.03E-05	0.000281882	2.09E-20	3.61E-06	7.13E-05	0.000753093	4.04E-05	3.02E-05	2.42E-13	0.000401649	4.86E-06	1.93E-05	7.13E-05	0	0	1.70E-06	1.13E-12	3.24E-07	1.10E-17	1.74E-17	2.52E-07	5.36E-22	2.73E-06	8.89E-23	3.89E-21	5.78E-07	0	0	2.77E-07
8.60346	0.086398	0.00390918	2.60E-08	0.00239392	3.21E-07	0.000593967	3.03E-05	0.000281687	2.43E-19	3.63E-06	7.14E-05	0.000754345	4.05E-05	3.02E-05	2.42E-13	0.000402334	4.86E-06	1.93E-05	7.14E-05	0	7.39E-27	1.71E-06	5.51E-12	3.24E-07	1.24E-16	1.93E-16	2.52E-07	6.16E-21	2.74E-06	1.03E-21	4.52E-20	5.77E-07	0	0	2.77E-07
8.61372	0.0859814	0.00387939	2.59E-08	0.00246725	3.23E-07	0.000595782	3.04E-05	0.000281388	2.58E-19	3.63E-06	7.15E-05	0.000756655	4.06E-05	3.03E-05	2.41E-13	0.000403596	4.86E-06	1.94E-05	7.16E-05	0	7.86E-27	1.71E-06	5.71E-12	3.25E-07	1.31E-16	2.05E-16	2.53E-07	6.54E-21	2.75E-06	1.09E-21	4.80E-20	5.76E-07	0	0	2.78E-07
8.61885	0.0854964	0.00384578	2.57E-08	0.00255272	3.26E-07	0.000597901	3.05E-05	0.000281042	2.75E-19	3.63E-06	7.18E-05	0.000759352	4.07E-05	3.04E-05	2.39E-13	0.000405069	4.87E-06	1.95E-05	7.19E-05	0	8.36E-27	1.72E-06	5.92E-12	3.27E-07	1.39E-16	2.18E-16	2.55E-07	6.96E-21	2.76E-06	1.16E-21	5.11E-20	5.75E-07	0	0	2.78E-07
8.62397	0.0850084	0.00381197	2.56E-08	0.00263871	3.28E-07	0.000600032	3.06E-05	0.000280694	2.91E-19	3.64E-06	7.20E-05	0.000762065	4.09E-05	3.05E-05	2.38E-13	0.00040655	4.87E-06	1.95E-05	7.22E-05	0	8.87E-27	1.73E-06	6.12E-12	3.28E-07	1.48E-16	2.31E-16	2.56E-07	7.37E-21	2.78E-06	1.23E-21	5.41E-20	5.74E-07	0	0	2.79E-07
8.63548	0.0843712	0.00376992	2.54E-08	0.00275114	3.31E-07	0.000602833	3.07E-05	0.000280244	3.09E-19	3.64E-06	7.22E-05	0.00076563	4.10E-05	3.06E-05	2.36E-13	0.000408496	4.87E-06	1.96E-05	7.25E-05	0	9.43E-27	1.73E-06	6.36E-12	3.29E-07	1.57E-16	2.45E-16	2.58E-07	7.84E-21	2.79E-06	1.31E-21	5.76E-20	5.72E-07	0	0	2.79E-07
8.64696	0.082817	0.0036869	2.49E-08	0.00302434	3.36E-07	0.00060996	3.11E-05	0.000279197	3.25E-19	3.62E-06	7.29E-05	0.000774702	4.15E-05	3.08E-05	2.32E-13	0.000413445	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.66482	0.082817	0.0036869	2.49E-08	0.00302434	3.36E-07	0.000609961	3.11E-05	0.000279197	3.25E-19	3.62E-06	7.29E-05	0.000774702	4.15E-05	3.08E-05	2.32E-13	0.000413445	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.68516	0.082817	0.0036869	2.49E-08	0.00302434	3.36E-07	0.000609961	3.11E-05	0.000279196	3.25E-19	3.62E-06	7.29E-05	0.000774702	4.15E-05	3.08E-05	2.32E-13	0.000413445	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.70471	0.082817	0.00368689	2.49E-08	0.00302434	3.36E-07	0.000609961	3.11E-05	0.000279196	3.25E-19	3.62E-06	7.29E-05	0.000774702	4.15E-05	3.08E-05	2.32E-13	0.000413445	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.72418	0.082817	0.00368689	2.49E-08	0.00302435	3.36E-07	0.000609961	3.11E-05	0.000279196	3.25E-19	3.62E-06	7.29E-05	0.000774703	4.15E-05	3.08E-05	2.32E-13	0.000413445	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.74523	0.0828169	0.00368689	2.49E-08	0.00302436	3.36E-07	0.000609961	3.11E-05	0.000279196	3.25E-19	3.62E-06	7.29E-05	0.000774703	4.15E-05	3.08E-05	2.32E-13	0.000413446	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.76813	0.0828168	0.00368689	2.49E-08	0.00302438	3.36E-07	0.000609962	3.11E-05	0.000279196	3.25E-19	3.62E-06	7.29E-05	0.000774704	4.15E-05	3.08E-05	2.32E-13	0.000413446	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.7962	0.0828166	0.00368688	2.49E-08	0.00302441	3.36E-07	0.000609963	3.11E-05	0.000279196	3.26E-19	3.62E-06	7.29E-05	0.000774705	4.15E-05	3.08E-05	2.32E-13	0.000413447	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.82654	0.0828163	0.00368686	2.49E-08	0.00302447	3.36E-07	0.000609964	3.11E-05	0.000279196	3.26E-19	3.62E-06	7.29E-05	0.000774707	4.15E-05	3.08E-05	2.32E-13	0.000413448	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.83802	0.0828161	0.00368685	2.49E-08	0.0030245	3.36E-07	0.000609965	3.11E-05	0.000279196	3.26E-19	3.62E-06	7.29E-05	0.000774708	4.15E-05	3.08E-05	2.32E-13	0.000413448	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.8667	0.0828156	0.00368683	2.49E-08	0.00302459	3.36E-07	0.000609968	3.11E-05	0.000279196	3.26E-19	3.62E-06	7.29E-05	0.000774711	4.15E-05	3.08E-05	2.32E-13	0.00041345	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.88845	0.082815	0.00368681	2.49E-08	0.00302469	3.36E-07	0.00060997	3.11E-05	0.000279195	3.26E-19	3.62E-06	7.29E-05	0.000774714	4.15E-05	3.08E-05	2.32E-13	0.000413452	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
8.9132	0.0828142	0.00368677	2.49E-08	0.00302483	3.36E-07	0.000609974	3.11E-05	0.000279195	3.26E-19	3.62E-06	7.29E-05	0.000774719	4.15E-05	3.08E-05	2.32E-13	0.000413454	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
8.93423	0.0828133	0.00368673	2.49E-08	0.00302499	3.36E-07	0.000609978	3.11E-05	0.000279194	3.26E-19	3.62E-06	7.29E-05	0.000774725	4.15E-05	3.08E-05	2.32E-13	0.000413457	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
8.95174	0.0828123	0.00368669	2.49E-08	0.00302517	3.36E-07	0.000609983	3.11E-05	0.000279193	3.26E-19	3.62E-06	7.30E-05	0.000774731	4.15E-05	3.08E-05	2.32E-13	0.000413461	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
8.96943	0.082811	0.00368663	2.49E-08	0.00302539	3.36E-07	0.000609989	3.11E-05	0.000279193	3.26E-19	3.62E-06	7.30E-05	0.000774738	4.15E-05	3.08E-05	2.32E-13	0.000413465	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
8.9972	0.0828083	0.00368651	2.49E-08	0.00302586	3.36E-07	0.000610002	3.11E-05	0.000279191	3.26E-19	3.62E-06	7.30E-05	0.000774755	4.15E-05	3.08E-05	2.32E-13	0.000413474	4.88E-06	1.99E-05	7.34E-05	0	9.92E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
9.01389	0.0828059	0.00368641	2.49E-08	0.00302628	3.36E-07	0.000610013	3.11E-05	0.000279189	3.26E-19	3.62E-06	7.30E-05	0.000774769	4.15E-05	3.08E-05	2.32E-13	0.000413482	4.88E-06	1.99E-05	7.34E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
9.03055	0.082803	0.00368628	2.49E-08	0.00302679	3.36E-07	0.000610027	3.11E-05	0.000279187	3.26E-19	3.62E-06	7.30E-05	0.000774787	4.15E-05	3.08E-05	2.32E-13	0.000413491	4.88E-06	1.99E-05	7.34E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
9.04386	0.0828003	0.00368616	2.49E-08	0.00302727	3.36E-07	0.00061004	3.11E-05	0.000279186	3.26E-19	3.62E-06	7.30E-05	0.000774803	4.15E-05	3.08E-05	2.32E-13	0.0004135	4.88E-06	1.99E-05	7.34E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
9.05716	0.0827972	0.00368602	2.49E-08	0.00302782	3.36E-07	0.000610055	3.11E-05	0.000279184	3.26E-19	3.62E-06	7.30E-05	0.000774822	4.15E-05	3.08E-05	2.32E-13	0.000413511	4.88E-06	1.99E-05	7.35E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.06E-20	5.69E-07	0	0	2.81E-07
9.07045	0.0827936	0.00368586	2.49E-08	0.00302844	3.36E-07	0.000610072	3.11E-05	0.000279181	3.26E-19	3.62E-06	7.30E-05	0.000774844	4.15E-05	3.08E-05	2.32E-13	0.000413522	4.88E-06	1.99E-05	7.35E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.83E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
9.08372	0.0827896	0.00368568	2.49E-08	0.00302914	3.36E-07	0.000610091	3.11E-05	0.000279179	3.26E-19	3.62E-06	7.30E-05	0.000774868	4.15E-05	3.08E-05	2.32E-13	0.000413536	4.88E-06	1.99E-05	7.35E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.84E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
9.09697	0.0827848	0.00368547	2.49E-08	0.00302997	3.36E-07	0.000610113	3.11E-05	0.000279176	3.26E-19	3.62E-06	7.30E-05	0.000774897	4.15E-05	3.08E-05	2.32E-13	0.000413551	4.88E-06	1.99E-05	7.35E-05	0	9.91E-27	1.76E-06	6.53E-12	3.33E-07	1.65E-16	2.57E-16	2.62E-07	8.24E-21	2.84E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
9.11742	0.0827735	0.00368497	2.49E-08	0.00303195	3.36E-07	0.000610167	3.12E-05	0.000279168	3.26E-19	3.62E-06	7.30E-05	0.000774965	4.15E-05	3.08E-05	2.32E-13	0.000413589	4.88E-06	1.99E-05	7.35E-05	0	9.91E-27	1.76E-06	6.52E-12	3.33E-07	1.65E-16	2.57E-16	2.63E-07	8.23E-21	2.84E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
9.1373	0.0827417	0.00368357	2.49E-08	0.00303751	3.36E-07	0.000610319	3.12E-05	0.000279148	3.26E-19	3.61E-06	7.30E-05	0.000775158	4.15E-05	3.09E-05	2.32E-13	0.000413694	4.88E-06	1.99E-05	7.35E-05	0	9.91E-27	1.76E-06	6.52E-12	3.34E-07	1.64E-16	2.57E-16	2.63E-07	8.23E-21	2.84E-06	1.38E-21	6.05E-20	5.69E-07	0	0	2.81E-07
9.15285	0.0826697	0.0036804	2.48E-08	0.0030501	3.37E-07	0.000610662	3.12E-05	0.000279101	3.26E-19	3.61E-06	7.30E-05	0.000775595	4.16E-05	3.09E-05	2.31E-13	0.000413932	4.89E-06	1.99E-05	7.35E-05	0	9.90E-27	1.76E-06	6.52E-12	3.34E-07	1.64E-16	2.57E-16	2.63E-07	8.22E-21	2.84E-06	1.38E-21	6.05E-20	5.68E-07	0	0	2.81E-07
9.16171	0.0826338	0.00367882	2.48E-08	0.00305638	3.37E-07	0.000610833	3.12E-05	0.000279078	3.26E-19	3.61E-06	7.30E-05	0.000775812	4.16E-05	3.09E-05	2.31E-13	0.00041405	4.89E-06	1.99E-05	7.36E-05	0	9.90E-27	1.76E-06	6.51E-12	3.34E-07	1.64E-16	2.57E-16	2.63E-07	8.22E-21	2.84E-06	1.38E-21	6.04E-20	5.68E-07	0	0	2.81E-07
9.17572	0.0825874	0.00367678	2.48E-08	0.00306448	3.37E-07	0.000611054	3.12E-05	0.000279048	3.26E-19	3.61E-06	7.31E-05	0.000776094	4.16E-05	3.09E-05	2.31E-13	0.000414204	4.89E-06	1.99E-05	7.36E-05	0	9.89E-27	1.76E-06	6.51E-12	3.34E-07	1.64E-16	2.57E-16	2.63E-07	8.22E-21	2.84E-06	1.38E-21	6.04E-20	5.68E-07	0	0	2.81E-07
9.18243	0.0824723	0.00367172	2.48E-08	0.00308461	3.37E-07	0.000611602	3.13E-05	0.000278973	3.25E-19	3.61E-06	7.31E-05	0.000776792	4.16E-05	3.09E-05	2.31E-13	0.000414584	4.89E-06	1.99E-05	7.36E-05	0	9.88E-27	1.76E-06	6.50E-12	3.34E-07	1.64E-16	2.56E-16	2.63E-07	8.21E-21	2.84E-06	1.38E-21	6.03E-20	5.68E-07	0	0	2.81E-07
9.18993	0.0739676	0.00329759	2.22E-08	0.00457074	3.55E-07	0.000652135	3.40E-05	0.000273476	2.92E-19	3.36E-06	7.72E-05	0.00082838	4.42E-05	3.24E-05	2.07E-13	0.000442708	4.96E-06	2.12E-05	7.88E-05	0	8.88E-27	1.88E-06	5.84E-12	3.57E-07	1.47E-16	2.30E-16	2.89E-07	7.38E-21	3.08E-06	1.24E-21	5.42E-20	5.49E-07	0	0	2.91E-07
9.19349	0.0650897	0.00290728	1.95E-08	0.00612135	3.73E-07	0.000694497	3.69E-05	0.000267741	2.58E-19	3.11E-06	8.14E-05	0.000882297	4.70E-05	3.40E-05	1.82E-13	0.0004721	5.03E-06	2.25E-05	8.42E-05	0	7.83E-27	2.01E-06	5.14E-12	3.81E-07	1.30E-16	2.03E-16	3.15E-07	6.50E-21	3.33E-06	1.09E-21	4.78E-20	5.29E-07	0	0	3.02E-07
9.19587	0.0601997	0.00269232	1.81E-08	0.00697533	3.83E-07	0.000717839	3.85E-05	0.000264583	2.38E-19	2.97E-06	8.37E-05	0.000912005	4.85E-05	3.49E-05	1.68E-13	0.000488295	5.08E-06	2.33E-05	8.72E-05	0	7.24E-27	2.08E-06	4.76E-12	3.94E-07	1.20E-16	1.88E-16	3.30E-07	6.02E-21	3.47E-06	1.01E-21	4.42E-20	5.19E-07	0	0	3.08E-07
9.19824	0.0588917	0.00263483	1.77E-08	0.00720373	3.86E-07	0.000724082	3.89E-05	0.000263739	2.33E-19	2.93E-06	8.43E-05	0.000919952	4.89E-05	3.52E-05	1.64E-13	0.000492627	5.09E-06	2.35E-05	8.80E-05	0	7.09E-27	2.10E-06	4.65E-12	3.97E-07	1.18E-16	1.84E-16	3.34E-07	5.89E-21	3.51E-06	9.88E-22	4.33E-20	5.16E-07	0	0	3.09E-07
9.20322	0.0490265	0.00220135	1.47E-08	0.00892579	4.06E-07	0.000771223	4.22E-05	0.000257372	1.94E-19	2.64E-06	8.91E-05	0.00097995	5.20E-05	3.69E-05	1.37E-13	0.000525334	5.17E-06	2.50E-05	9.40E-05	0	5.91E-27	2.24E-06	3.88E-12	4.23E-07	9.81E-17	1.53E-16	3.64E-07	4.91E-21	3.79E-06	8.23E-22	3.61E-20	4.94E-07	0	0	3.21E-07
9.20373	0.048695	0.00218679	1.46E-08	0.00898363	4.07E-07	0.000772808	4.23E-05	0.000257158	1.93E-19	2.63E-06	8.92E-05	0.000981967	5.21E-05	3.70E-05	1.36E-13	0.000526434	5.17E-06	2.50E-05	9.42E-05	0	5.87E-27	2.24E-06	3.85E-12	4.24E-07	9.74E-17	1.52E-16	3.65E-07	4.88E-21	3.80E-06	8.18E-22	3.58E-20	4.93E-07	0	0	3.21E-07
9.20424	0.0483614	0.00217213	1.45E-08	0.00904185	4.07E-07	0.000774403	4.24E-05	0.000256943	1.92E-19	2.62E-06	8.94E-05	0.000983998	5.22E-05	3.71E-05	1.35E-13	0.000527541	5.18E-06	2.51E-05	9.44E-05	0	5.83E-27	2.25E-06	3.82E-12	4.25E-07	9.67E-17	1.51E-16	3.66E-07	4.84E-21	3.81E-06	8.12E-22	3.56E-20	4.92E-07	0	0	3.22E-07
9.2083	0.0440347	0.00198206	1.32E-08	0.00979688	4.16E-07	0.000795094	4.38E-05	0.000254152	1.75E-19	2.49E-06	9.14E-05	0.00101033	5.35E-05	3.78E-05	1.23E-13	0.000541896	5.21E-06	2.57E-05	9.71E-05	0	5.31E-27	2.31E-06	3.48E-12	4.37E-07	8.81E-17	1.38E-16	3.79E-07	4.41E-21	3.93E-06	7.40E-22	3.24E-20	4.83E-07	0	0	3.27E-07
9.21315	0.0380109	0.00171747	1.13E-08	0.0108479	4.29E-07	0.000823913	4.58E-05	0.000250267	1.51E-19	2.31E-06	9.43E-05	0.00104701	5.54E-05	3.89E-05	1.06E-13	0.000561891	5.27E-06	2.67E-05	0.000100746	0	4.58E-27	2.39E-06	3.00E-12	4.53E-07	7.61E-17	1.19E-16	3.97E-07	3.81E-21	4.10E-06	6.39E-22	2.80E-20	4.69E-07	0	0	3.34E-07
9.21402	0.0370865	0.00167687	1.11E-08	0.0110091	4.31E-07	0.000828337	4.61E-05	0.000249671	1.47E-19	2.29E-06	9.48E-05	0.00105264	5.57E-05	3.91E-05	1.03E-13	0.000564961	5.27E-06	2.68E-05	0.00010131	0	4.47E-27	2.41E-06	2.93E-12	4.55E-07	7.42E-17	1.16E-16	4.00E-07	3.72E-21	4.12E-06	6.23E-22	2.73E-20	4.67E-07	0	0	3.35E-07
9.21835	0.0332487	0.00150831	9.91E-09	0.0116752	4.39E-07	0.000846519	4.74E-05	0.000247155	1.32E-19	2.17E-06	9.66E-05	0.00107578	5.69E-05	3.98E-05	9.22E-14	0.000577577	5.31E-06	2.74E-05	0.000103632	0	4.01E-27	2.46E-06	2.63E-12	4.65E-07	6.65E-17	1.04E-16	4.11E-07	3.33E-21	4.23E-06	5.59E-22	2.45E-20	4.59E-07	0	0	3.39E-07
9.22201	0.0205444	0.000935024	6.11E-09	0.00831247	3.03E-07	0.000586285	3.30E-05	0.000166906	8.16E-20	1.42E-06	6.67E-05	0.000745089	3.94E-05	2.75E-05	5.69E-14	0.000400135	3.63E-06	1.89E-05	7.18E-05	0	2.48E-27	1.70E-06	1.62E-12	3.22E-07	4.11E-17	6.42E-17	2.86E-07	2.06E-21	2.94E-06	3.45E-22	1.51E-20	3.08E-07	0	0	2.33E-07
9.22473	0.017663	0.000807848	5.24E-09	0.00857501	3.02E-07	0.000586287	3.31E-05	0.000161951	7.01E-20	1.31E-06	6.66E-05	0.000745114	3.93E-05	2.74E-05	4.88E-14	0.000400271	3.58E-06	1.89E-05	7.19E-05	0	2.13E-27	1.71E-06	1.39E-12	3.23E-07	3.53E-17	5.52E-17	2.88E-07	1.77E-21	2.95E-06	2.97E-22	1.30E-20	2.96E-07	0	0	2.32E-07
9.22609	0.0169253	0.000775295	5.02E-09	0.00864213	3.02E-07	0.000586288	3.31E-05	0.000160682	6.72E-20	1.29E-06	6.65E-05	0.000745121	3.93E-05	2.73E-05	4.67E-14	0.000400305	3.56E-06	1.89E-05	7.19E-05	0	2.04E-27	1.71E-06	1.33E-12	3.23E-07	3.38E-17	5.29E-17	2.88E-07	1.69E-21	2.95E-06	2.84E-22	1.25E-20	2.93E-07	0	0	2.31E-07
9.22876	0.014772	0.000680276	4.37E-09	0.00883786	3.01E-07	0.00058629	3.33E-05	0.000156978	5.86E-20	1.21E-06	6.64E-05	0.00074514	3.93E-05	2.73E-05	4.07E-14	0.000400407	3.53E-06	1.89E-05	7.19E-05	0	1.78E-27	1.71E-06	1.16E-12	3.23E-07	2.95E-17	4.61E-17	2.89E-07	1.48E-21	2.96E-06	2.48E-22	1.09E-20	2.84E-07	0	0	2.30E-07
