mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50
2.49018	0.000116182	1.77E-11	3.92E-10	2.20E-09	4.98E-10	0.123914	0.0124863	0.00865118	2.58E-06	1.13E-05	0.00542158	0.0399679	0.014263	0.00332522	1.35E-06	0.00111677	6.07E-05	0.000102471	1.50E-05	9.02E-16	2.71E-10	6.35E-06	1.11E-07	7.55E-07	4.87E-08	1.24E-07	5.98E-07	4.75E-09	1.42E-06	6.66E-13	1.34E-10	1.24E-06	0	7.31E-15	4.26E-06
2.49021	0.000119632	1.85E-11	4.11E-10	2.29E-09	5.22E-10	0.123494	0.0124715	0.00880414	2.73E-06	1.16E-05	0.00538371	0.0390052	0.0140601	0.00323927	1.32E-06	0.00107947	5.87E-05	9.97E-05	1.51E-05	9.56E-16	2.84E-10	6.34E-06	1.13E-07	7.61E-07	4.73E-08	1.22E-07	6.02E-07	4.87E-09	1.42E-06	6.92E-13	1.40E-10	1.24E-06	0	7.95E-15	4.26E-06
2.49023	0.000138098	2.30E-11	5.24E-10	2.77E-09	6.63E-10	0.120774	0.012371	0.00967203	3.59E-06	1.30E-05	0.0051732	0.0340333	0.0129213	0.00278212	1.14E-06	0.000889051	4.86E-05	8.58E-05	1.55E-05	1.15E-15	3.71E-10	6.29E-06	1.27E-07	7.93E-07	4.00E-08	1.09E-07	6.25E-07	5.12E-09	1.42E-06	8.41E-13	1.61E-10	1.22E-06	0	1.11E-14	4.22E-06
2.49707	0.000139068	2.28E-11	5.06E-10	2.62E-09	6.65E-10	0.120454	0.012356	0.00976773	3.20E-06	1.14E-05	0.00515034	0.0335729	0.0128003	0.00273701	1.12E-06	0.000870093	4.77E-05	8.45E-05	1.55E-05	9.72E-16	3.08E-10	6.28E-06	1.23E-07	8.02E-07	3.92E-08	1.08E-07	6.27E-07	4.57E-09	1.42E-06	8.32E-13	1.40E-10	1.22E-06	0	8.49E-15	4.22E-06
2.50391	0.000140072	2.27E-11	4.88E-10	2.46E-09	6.65E-10	0.120134	0.0123409	0.00985987	2.84E-06	9.94E-06	0.00512802	0.0331297	0.0126837	0.00269427	1.10E-06	0.000852281	4.67E-05	8.33E-05	1.55E-05	8.14E-16	2.56E-10	6.28E-06	1.19E-07	8.10E-07	3.85E-08	1.07E-07	6.30E-07	4.07E-09	1.42E-06	8.21E-13	1.22E-10	1.22E-06	0	6.49E-15	4.21E-06
2.50392	0.000141954	2.32E-11	5.01E-10	2.51E-09	6.83E-10	0.119733	0.0123222	0.00995794	2.92E-06	1.01E-05	0.00510202	0.0326197	0.0125556	0.00264925	1.09E-06	0.000834177	4.58E-05	8.20E-05	1.56E-05	8.37E-16	2.54E-10	6.27E-06	1.18E-07	8.16E-07	3.77E-08	1.06E-07	6.32E-07	4.05E-09	1.41E-06	8.38E-13	1.20E-10	1.22E-06	0	6.53E-15	4.21E-06
2.50393	0.000143817	2.37E-11	5.14E-10	2.56E-09	7.00E-10	0.119339	0.0123038	0.0100546	3.01E-06	1.02E-05	0.00507642	0.0321158	0.0124294	0.00260477	1.07E-06	0.000816281	4.48E-05	8.08E-05	1.56E-05	8.61E-16	2.52E-10	6.26E-06	1.17E-07	8.22E-07	3.70E-08	1.05E-07	6.34E-07	4.04E-09	1.41E-06	8.55E-13	1.18E-10	1.22E-06	0	6.58E-15	4.21E-06
2.50396	0.000146806	2.44E-11	5.34E-10	2.64E-09	7.27E-10	0.118756	0.012277	0.0101922	3.14E-06	1.03E-05	0.00503976	0.031389	0.0122492	0.00254218	1.04E-06	0.000791299	4.35E-05	7.91E-05	1.57E-05	9.00E-16	2.53E-10	6.26E-06	1.17E-07	8.29E-07	3.59E-08	1.04E-07	6.37E-07	4.10E-09	1.41E-06	8.81E-13	1.20E-10	1.21E-06	0	6.89E-15	4.20E-06
2.50412	0.000167361	2.99E-11	6.65E-10	3.10E-09	8.96E-10	0.114807	0.0121071	0.0110084	3.99E-06	1.12E-05	0.00483355	0.0274687	0.0111826	0.00220443	9.01E-07	0.000665328	3.65E-05	7.05E-05	1.61E-05	1.02E-15	3.17E-10	6.20E-06	1.32E-07	8.59E-07	3.06E-08	9.25E-08	6.56E-07	4.17E-09	1.40E-06	1.04E-12	1.33E-10	1.20E-06	0	9.02E-15	4.17E-06
2.50444	0.000167383	2.99E-11	6.65E-10	3.10E-09	8.96E-10	0.114805	0.012107	0.0110088	3.99E-06	1.12E-05	0.00483344	0.0274669	0.0111821	0.00220427	9.01E-07	0.000665267	3.65E-05	7.05E-05	1.61E-05	1.02E-15	3.17E-10	6.20E-06	1.32E-07	8.59E-07	3.06E-08	9.25E-08	6.56E-07	4.17E-09	1.40E-06	1.04E-12	1.33E-10	1.20E-06	0	9.02E-15	4.17E-06
2.51761	0.000170042	2.97E-11	6.21E-10	2.76E-09	9.01E-10	0.113816	0.0120594	0.0112167	3.15E-06	8.55E-06	0.00478072	0.0266067	0.0109172	0.00212499	8.68E-07	0.000635513	3.49E-05	6.85E-05	1.61E-05	7.11E-16	2.17E-10	6.19E-06	1.23E-07	8.77E-07	2.93E-08	9.03E-08	6.61E-07	3.30E-09	1.40E-06	1.01E-12	1.00E-10	1.19E-06	0	5.28E-15	4.17E-06
2.51772	0.000171986	3.02E-11	6.35E-10	2.80E-09	9.20E-10	0.113332	0.0120373	0.0113067	3.22E-06	8.59E-06	0.00475712	0.0262117	0.0107991	0.00209095	8.53E-07	0.000623284	3.42E-05	6.77E-05	1.62E-05	7.17E-16	2.16E-10	6.19E-06	1.23E-07	8.82E-07	2.87E-08	8.91E-08	6.63E-07	3.27E-09	1.40E-06	1.03E-12	9.85E-11	1.19E-06	0	5.27E-15	4.16E-06
2.51783	0.000173925	3.08E-11	6.49E-10	2.84E-09	9.40E-10	0.11285	0.0120154	0.0113966	3.29E-06	8.64E-06	0.00473357	0.0258172	0.0106812	0.00205694	8.37E-07	0.000611063	3.36E-05	6.69E-05	1.62E-05	7.23E-16	2.15E-10	6.18E-06	1.22E-07	8.88E-07	2.82E-08	8.80E-08	6.65E-07	3.23E-09	1.40E-06	1.05E-12	9.66E-11	1.19E-06	0	5.25E-15	4.16E-06
2.51804	0.000176786	3.16E-11	6.69E-10	2.89E-09	9.69E-10	0.112181	0.0119854	0.011518	3.39E-06	8.69E-06	0.00470194	0.0252835	0.0105217	0.00201158	8.17E-07	0.000594943	3.27E-05	6.58E-05	1.63E-05	7.32E-16	2.16E-10	6.17E-06	1.22E-07	8.94E-07	2.74E-08	8.64E-08	6.67E-07	3.21E-09	1.40E-06	1.07E-12	9.64E-11	1.19E-06	0	5.34E-15	4.16E-06
2.51847	0.000179797	3.25E-11	6.86E-10	2.94E-09	9.95E-10	0.111536	0.0119574	0.011629	3.47E-06	8.70E-06	0.0046735	0.0248003	0.0103751	0.00197132	7.99E-07	0.000580954	3.19E-05	6.49E-05	1.63E-05	7.34E-16	2.18E-10	6.17E-06	1.24E-07	8.98E-07	2.68E-08	8.50E-08	6.70E-07	3.20E-09	1.40E-06	1.10E-12	9.69E-11	1.18E-06	0	5.44E-15	4.15E-06
2.51933	0.000205033	4.00E-11	8.36E-10	3.25E-09	1.22E-09	0.105889	0.0117149	0.0125082	3.94E-06	8.45E-06	0.00444681	0.0211726	0.00919766	0.00167406	6.62E-07	0.000482153	2.62E-05	5.84E-05	1.67E-05	6.94E-16	2.17E-10	6.11E-06	1.31E-07	9.39E-07	2.20E-08	7.39E-08	6.86E-07	2.83E-09	1.38E-06	1.29E-12	8.96E-11	1.17E-06	0	5.82E-15	4.12E-06
2.5219	0.00020516	3.98E-11	8.27E-10	3.22E-09	1.22E-09	0.105847	0.011713	0.0125152	3.86E-06	8.23E-06	0.00444513	0.021148	0.00918866	0.00167194	6.61E-07	0.000481441	2.61E-05	5.83E-05	1.67E-05	6.76E-16	2.10E-10	6.11E-06	1.31E-07	9.40E-07	2.20E-08	7.38E-08	6.86E-07	2.80E-09	1.38E-06	1.28E-12	8.88E-11	1.17E-06	0	5.46E-15	4.12E-06
2.53131	0.00020554	3.88E-11	8.00E-10	3.13E-09	1.21E-09	0.105716	0.0117073	0.0125365	3.60E-06	7.49E-06	0.00444004	0.0210735	0.0091612	0.0016655	6.58E-07	0.00047928	2.60E-05	5.82E-05	1.67E-05	6.22E-16	1.89E-10	6.11E-06	1.30E-07	9.42E-07	2.19E-08	7.36E-08	6.87E-07	2.71E-09	1.38E-06	1.23E-12	8.63E-11	1.17E-06	0	4.33E-15	4.12E-06
2.53216	0.000212227	4.08E-11	8.30E-10	3.16E-09	1.27E-09	0.104177	0.0116436	0.0127458	3.60E-06	7.22E-06	0.00438582	0.0202621	0.00887151	0.0016003	6.26E-07	0.000459048	2.48E-05	5.69E-05	1.68E-05	5.86E-16	1.80E-10	6.09E-06	1.30E-07	9.53E-07	2.09E-08	7.09E-08	6.90E-07	2.57E-09	1.38E-06	1.27E-12	8.21E-11	1.16E-06	0	4.21E-15	4.12E-06
2.53302	0.000218912	4.28E-11	8.59E-10	3.18E-09	1.33E-09	0.102638	0.0115798	0.0129552	3.60E-06	6.95E-06	0.0043316	0.0194507	0.00858182	0.00153509	5.95E-07	0.000438818	2.36E-05	5.56E-05	1.70E-05	5.49E-16	1.70E-10	6.08E-06	1.30E-07	9.65E-07	1.98E-08	6.82E-08	6.94E-07	2.42E-09	1.37E-06	1.32E-12	7.80E-11	1.16E-06	0	4.08E-15	4.11E-06
2.53473	0.00023055	4.65E-11	9.27E-10	3.29E-09	1.44E-09	0.100006	0.0114714	0.013307	3.74E-06	6.78E-06	0.00424037	0.0180859	0.00809247	0.00142608	5.42E-07	0.000405296	2.17E-05	5.34E-05	1.71E-05	5.19E-16	1.63E-10	6.05E-06	1.32E-07	9.84E-07	1.81E-08	6.37E-08	7.00E-07	2.23E-09	1.36E-06	1.40E-12	7.32E-11	1.15E-06	0	3.93E-15	4.10E-06
2.53815	0.000240603	4.94E-11	9.70E-10	3.33E-09	1.53E-09	0.0977505	0.0113824	0.0135772	3.72E-06	6.40E-06	0.00417022	0.0170683	0.00770156	0.00134622	5.02E-07	0.000382236	2.03E-05	5.19E-05	1.73E-05	4.73E-16	1.49E-10	6.03E-06	1.32E-07	9.99E-07	1.68E-08	6.01E-08	7.04E-07	2.05E-09	1.36E-06	1.45E-12	6.84E-11	1.14E-06	0	3.59E-15	4.09E-06
2.54156	0.000270209	5.90E-11	1.10E-09	3.49E-09	1.78E-09	0.0919153	0.0111689	0.014174	3.79E-06	5.87E-06	0.00401159	0.0148002	0.00676738	0.00117179	4.11E-07	0.000335488	1.74E-05	4.87E-05	1.76E-05	3.87E-16	1.25E-10	5.98E-06	1.31E-07	1.04E-06	1.40E-08	5.13E-08	7.13E-07	1.66E-09	1.34E-06	1.62E-12	5.88E-11	1.13E-06	0	3.25E-15	4.07E-06
2.55187	0.000270789	5.75E-11	1.07E-09	3.39E-09	1.77E-09	0.0917503	0.0111631	0.0141915	3.48E-06	5.26E-06	0.00400723	0.0147407	0.00674005	0.00116695	4.09E-07	0.000334181	1.73E-05	4.87E-05	1.76E-05	3.47E-16	1.10E-10	5.98E-06	1.30E-07	1.04E-06	1.39E-08	5.11E-08	7.13E-07	1.60E-09	1.34E-06	1.55E-12	5.68E-11	1.13E-06	0	2.51E-15	4.06E-06
2.5536	0.000282118	6.09E-11	1.10E-09	3.40E-09	1.84E-09	0.0898606	0.0111011	0.0143492	3.39E-06	5.01E-06	0.00396263	0.0141102	0.00646028	0.0011195	3.84E-07	0.000322495	1.66E-05	4.79E-05	1.77E-05	3.12E-16	1.00E-10	5.96E-06	1.28E-07	1.05E-06	1.31E-08	4.84E-08	7.15E-07	1.46E-09	1.33E-06	1.60E-12	5.34E-11	1.12E-06	0	2.36E-15	4.06E-06
2.55532	0.000293445	6.44E-11	1.13E-09	3.41E-09	1.91E-09	0.0879707	0.011039	0.0145068	3.30E-06	4.76E-06	0.00391806	0.0134799	0.00618055	0.00107206	3.58E-07	0.000310818	1.58E-05	4.70E-05	1.78E-05	2.77E-16	8.99E-11	5.95E-06	1.27E-07	1.06E-06	1.24E-08	4.57E-08	7.17E-07	1.33E-09	1.32E-06	1.65E-12	4.99E-11	1.12E-06	0	2.20E-15	4.05E-06
2.55876	0.0003136	7.08E-11	1.20E-09	3.49E-09	2.06E-09	0.0846942	0.0109325	0.0147717	3.29E-06	4.52E-06	0.00384254	0.0124048	0.00570129	0.000991613	3.15E-07	0.000291293	1.46E-05	4.57E-05	1.80E-05	2.39E-16	7.81E-11	5.92E-06	1.25E-07	1.08E-06	1.11E-08	4.12E-08	7.21E-07	1.16E-09	1.31E-06	1.73E-12	4.58E-11	1.11E-06	0	2.00E-15	4.04E-06
2.56565	0.000341972	7.92E-11	1.26E-09	3.53E-09	2.23E-09	0.0806577	0.0108182	0.0150076	3.07E-06	4.04E-06	0.00376437	0.0112696	0.00515651	0.000908396	2.70E-07	0.000273187	1.34E-05	4.44E-05	1.82E-05	1.84E-16	6.07E-11	5.89E-06	1.20E-07	1.11E-06	9.71E-09	3.59E-08	7.23E-07	9.37E-10	1.30E-06	1.80E-12	4.06E-11	1.10E-06	0	1.64E-15	4.03E-06
2.57253	0.00037135	8.80E-11	1.32E-09	3.58E-09	2.39E-09	0.0766767	0.0107131	0.0151912	2.85E-06	3.62E-06	0.00369508	0.0102274	0.00464003	0.000832579	2.29E-07	0.000257731	1.24E-05	4.32E-05	1.84E-05	1.37E-16	4.68E-11	5.86E-06	1.16E-07	1.13E-06	8.47E-09	3.07E-08	7.25E-07	7.47E-10	1.28E-06	1.87E-12	3.63E-11	1.09E-06	0	1.36E-15	4.01E-06
2.5794	0.000403707	9.73E-11	1.36E-09	3.73E-09	2.52E-09	0.0731504	0.0106363	0.015271	2.60E-06	3.25E-06	0.00364246	0.009412	0.00421718	0.000775	1.98E-07	0.000247147	1.17E-05	4.23E-05	1.86E-05	1.03E-16	3.56E-11	5.83E-06	1.10E-07	1.15E-06	7.52E-09	2.67E-08	7.26E-07	6.01E-10	1.27E-06	1.92E-12	3.27E-11	1.09E-06	0	1.12E-15	4.00E-06
2.58627	0.000436842	1.07E-10	1.41E-09	4.04E-09	2.66E-09	0.0696893	0.0105665	0.0153112	2.36E-06	2.92E-06	0.00359537	0.00865103	0.0038152	0.000721648	1.70E-07	0.000237894	1.10E-05	4.15E-05	1.88E-05	7.64E-17	2.68E-11	5.81E-06	1.04E-07	1.16E-06	6.64E-09	2.28E-08	7.26E-07	4.77E-10	1.26E-06	1.97E-12	2.97E-11	1.08E-06	0	9.29E-16	3.99E-06
2.59314	0.000472828	1.17E-10	1.46E-09	5.03E-09	2.78E-09	0.0664676	0.0105124	0.015285	2.13E-06	2.62E-06	0.00355703	0.00800066	0.00346067	0.000676518	1.47E-07	0.000230786	1.05E-05	4.08E-05	1.90E-05	5.56E-17	2.00E-11	5.78E-06	9.77E-08	1.18E-06	5.88E-09	1.93E-08	7.25E-07	3.77E-10	1.24E-06	2.00E-12	2.72E-11	1.07E-06	0	7.74E-16	3.99E-06
2.6	0.00050944	1.28E-10	1.54E-09	6.65E-09	2.90E-09	0.0633013	0.0104629	0.0152316	1.91E-06	2.36E-06	0.00352196	0.00738269	0.00312047	0.000633848	1.25E-07	0.000224379	1.01E-05	4.02E-05	1.91E-05	3.93E-17	1.48E-11	5.76E-06	9.17E-08	1.19E-06	5.16E-09	1.60E-08	7.24E-07	2.92E-10	1.23E-06	2.03E-12	2.51E-11	1.07E-06	0	6.48E-16	3.98E-06
2.61372	0.000606334	1.53E-10	2.11E-09	2.38E-08	3.14E-09	0.0591302	0.0104232	0.0150046	1.49E-06	1.90E-06	0.00348274	0.0066797	0.00272296	0.000587475	1.03E-07	0.000218547	9.64E-06	3.95E-05	1.93E-05	2.25E-17	8.12E-12	5.73E-06	7.75E-08	1.21E-06	4.33E-09	1.26E-08	7.21E-07	1.96E-10	1.22E-06	2.01E-12	2.14E-11	1.06E-06	0	4.44E-16	3.97E-06
2.62741	0.000706704	1.79E-10	3.35E-09	5.73E-08	3.51E-09	0.0552521	0.0103935	0.0147288	1.16E-06	1.53E-06	0.00345016	0.00606218	0.00237182	0.000547261	8.55E-08	0.000213975	9.30E-06	3.89E-05	1.95E-05	1.28E-17	4.33E-12	5.70E-06	6.49E-08	1.23E-06	3.61E-09	9.75E-09	7.18E-07	1.31E-10	1.20E-06	1.98E-12	1.86E-11	1.06E-06	0	3.10E-16	3.96E-06
2.64109	0.00198612	5.33E-10	1.76E-08	3.76E-07	6.29E-09	0.0505135	0.0103664	0.0142278	9.96E-07	1.67E-06	0.00334024	0.00543526	0.00204441	0.000509959	7.26E-08	0.000210804	9.08E-06	3.84E-05	1.97E-05	1.00E-17	4.26E-12	5.67E-06	7.70E-08	1.21E-06	3.13E-09	9.58E-09	7.11E-07	1.30E-10	1.19E-06	2.15E-12	2.27E-11	1.05E-06	0	3.35E-16	3.95E-06
2.65476	0.00573604	1.85E-09	6.66E-08	1.29E-06	1.12E-08	0.0437868	0.0103138	0.0134652	1.43E-06	4.40E-06	0.00320132	0.00459534	0.00161823	0.000460801	5.78E-08	0.000207223	8.81E-06	3.78E-05	2.00E-05	2.50E-17	7.57E-12	5.62E-06	1.01E-07	1.18E-06	2.41E-09	8.87E-09	7.02E-07	2.82E-10	1.17E-06	3.75E-12	6.07E-11	1.04E-06	0	1.26E-15	3.93E-06
2.70295	0.0125058	4.17E-09	1.69E-07	2.81E-06	1.63E-08	0.0394453	0.0102593	0.0129088	2.17E-06	1.07E-05	0.00320471	0.00409797	0.00135229	0.000428948	5.00E-08	0.000205653	8.64E-06	3.71E-05	2.03E-05	5.70E-17	5.95E-12	5.60E-06	7.62E-08	1.20E-06	1.62E-09	4.93E-09	6.97E-07	2.91E-10	1.15E-06	9.86E-12	7.99E-11	1.04E-06	0	2.66E-15	3.92E-06
2.71257	0.0187407	5.47E-09	3.92E-07	5.19E-06	1.91E-08	0.0369196	0.0102138	0.0125546	4.11E-07	3.34E-06	0.00325351	0.00383168	0.00120843	0.00041151	4.81E-08	0.000205249	8.56E-06	3.67E-05	2.04E-05	2.40E-18	6.83E-13	5.58E-06	3.89E-08	1.23E-06	1.08E-09	2.87E-09	6.94E-07	6.69E-11	1.14E-06	5.81E-12	2.67E-11	1.03E-06	0	5.23E-16	3.92E-06
2.72217	0.0187417	5.46E-09	3.92E-07	5.19E-06	1.91E-08	0.0369193	0.0102138	0.0125545	4.10E-07	3.33E-06	0.00325352	0.00383164	0.00120841	0.000411507	4.81E-08	0.000205249	8.56E-06	3.67E-05	2.04E-05	2.39E-18	6.81E-13	5.58E-06	3.89E-08	1.23E-06	1.08E-09	2.87E-09	6.94E-07	6.69E-11	1.14E-06	5.80E-12	2.67E-11	1.03E-06	0	5.19E-16	3.92E-06
2.76378	0.0187507	5.39E-09	3.93E-07	5.19E-06	1.90E-08	0.0369157	0.0102137	0.012554	4.01E-07	3.28E-06	0.00325361	0.00383129	0.0012082	0.000411485	4.81E-08	0.000205249	8.56E-06	3.67E-05	2.04E-05	2.33E-18	6.64E-13	5.58E-06	3.88E-08	1.23E-06	1.08E-09	2.86E-09	6.94E-07	6.64E-11	1.14E-06	5.67E-12	2.66E-11	1.03E-06	0	4.78E-16	3.92E-06
2.81863	0.0187696	5.25E-09	3.94E-07	5.20E-06	1.90E-08	0.0369084	0.0102136	0.012553	3.83E-07	3.17E-06	0.0032538	0.00383057	0.00120779	0.000411442	4.81E-08	0.000205248	8.56E-06	3.67E-05	2.04E-05	2.21E-18	6.30E-13	5.58E-06	3.87E-08	1.23E-06	1.08E-09	2.86E-09	6.94E-07	6.55E-11	1.14E-06	5.41E-12	2.64E-11	1.03E-06	0	4.09E-16	3.92E-06
2.8732	0.0187919	5.12E-09	3.95E-07	5.21E-06	1.90E-08	0.0369001	0.0102134	0.0125519	3.64E-07	3.05E-06	0.003254	0.00382974	0.00120734	0.000411393	4.81E-08	0.000205247	8.56E-06	3.67E-05	2.04E-05	2.10E-18	5.94E-13	5.58E-06	3.86E-08	1.23E-06	1.08E-09	2.85E-09	6.94E-07	6.45E-11	1.14E-06	5.13E-12	2.62E-11	1.03E-06	0	3.41E-16	3.92E-06
2.92826	0.0188163	5.00E-09	3.96E-07	5.22E-06	1.90E-08	0.0368913	0.0102132	0.0125508	3.45E-07	2.92E-06	0.0032542	0.00382887	0.00120687	0.000411341	4.81E-08	0.000205246	8.56E-06	3.67E-05	2.04E-05	1.98E-18	5.59E-13	5.58E-06	3.84E-08	1.23E-06	1.08E-09	2.85E-09	6.94E-07	6.34E-11	1.14E-06	4.85E-12	2.60E-11	1.03E-06	0	2.80E-16	3.92E-06
2.98304	0.0188413	4.92E-09	3.97E-07	5.23E-06	1.90E-08	0.0368823	0.010213	0.0125497	3.27E-07	2.80E-06	0.00325439	0.00382798	0.0012064	0.000411289	4.81E-08	0.000205246	8.56E-06	3.66E-05	2.04E-05	1.88E-18	5.25E-13	5.58E-06	3.83E-08	1.23E-06	1.07E-09	2.84E-09	6.94E-07	6.24E-11	1.14E-06	4.57E-12	2.58E-11	1.03E-06	0	2.29E-16	3.92E-06
3.03809	0.018867	4.85E-09	3.98E-07	5.24E-06	1.90E-08	0.0368732	0.0102128	0.0125486	3.10E-07	2.68E-06	0.00325457	0.00382708	0.00120593	0.000411236	4.81E-08	0.000205245	8.56E-06	3.66E-05	2.04E-05	1.78E-18	4.94E-13	5.58E-06	3.81E-08	1.23E-06	1.07E-09	2.84E-09	6.94E-07	6.15E-11	1.14E-06	4.31E-12	2.56E-11	1.03E-06	0	1.86E-16	3.92E-06
3.14765	0.0189192	4.79E-09	4.00E-07	5.26E-06	1.91E-08	0.0368551	0.0102123	0.0125464	2.79E-07	2.47E-06	0.00325492	0.00382527	0.001205	0.000411129	4.81E-08	0.000205244	8.56E-06	3.66E-05	2.04E-05	1.60E-18	4.39E-13	5.58E-06	3.79E-08	1.23E-06	1.07E-09	2.83E-09	6.94E-07	5.97E-11	1.14E-06	3.84E-12	2.52E-11	1.03E-06	0	1.23E-16	3.92E-06
3.20258	0.018945	4.77E-09	4.01E-07	5.27E-06	1.91E-08	0.0368462	0.0102121	0.0125453	2.65E-07	2.38E-06	0.00325508	0.00382439	0.00120456	0.000411076	4.81E-08	0.000205243	8.56E-06	3.66E-05	2.04E-05	1.52E-18	4.15E-13	5.58E-06	3.77E-08	1.23E-06	1.07E-09	2.82E-09	6.94E-07	5.89E-11	1.14E-06	3.64E-12	2.50E-11	1.03E-06	0	9.99E-17	3.92E-06
3.25742	0.0189708	4.75E-09	4.03E-07	5.28E-06	1.91E-08	0.0368374	0.0102119	0.0125442	2.52E-07	2.29E-06	0.00325523	0.00382351	0.00120411	0.000411024	4.81E-08	0.000205242	8.56E-06	3.66E-05	2.04E-05	1.45E-18	3.93E-13	5.58E-06	3.76E-08	1.23E-06	1.07E-09	2.82E-09	6.94E-07	5.82E-11	1.14E-06	3.45E-12	2.48E-11	1.03E-06	0	8.09E-17	3.92E-06
3.31197	0.0189964	4.74E-09	4.04E-07	5.30E-06	1.92E-08	0.0368287	0.0102117	0.0125432	2.40E-07	2.22E-06	0.00325538	0.00382264	0.00120368	0.000410972	4.81E-08	0.000205242	8.56E-06	3.66E-05	2.04E-05	1.38E-18	3.73E-13	5.58E-06	3.75E-08	1.23E-06	1.06E-09	2.81E-09	6.94E-07	5.75E-11	1.14E-06	3.27E-12	2.46E-11	1.03E-06	0	6.56E-17	3.92E-06
3.42141	0.0190488	4.73E-09	4.06E-07	5.32E-06	1.92E-08	0.0368111	0.0102112	0.0125411	2.19E-07	2.08E-06	0.00325566	0.00382088	0.00120281	0.000410866	4.81E-08	0.000205241	8.56E-06	3.66E-05	2.04E-05	1.26E-18	3.38E-13	5.58E-06	3.73E-08	1.23E-06	1.06E-09	2.80E-09	6.94E-07	5.62E-11	1.14E-06	2.96E-12	2.42E-11	1.03E-06	0	4.31E-17	3.92E-06
3.53115	0.0191009	4.72E-09	4.08E-07	5.34E-06	1.93E-08	0.0367937	0.0102108	0.012539	2.02E-07	1.97E-06	0.00325591	0.00381914	0.00120197	0.000410761	4.81E-08	0.00020524	8.56E-06	3.66E-05	2.04E-05	1.16E-18	3.09E-13	5.58E-06	3.71E-08	1.23E-06	1.06E-09	2.79E-09	6.94E-07	5.52E-11	1.14E-06	2.70E-12	2.39E-11	1.03E-06	0	2.85E-17	3.92E-06
3.62664	0.0191457	4.72E-09	4.10E-07	5.35E-06	1.93E-08	0.036779	0.0102104	0.0125372	1.90E-07	1.89E-06	0.00325611	0.00381767	0.00120126	0.000410672	4.81E-08	0.000205239	8.56E-06	3.66E-05	2.04E-05	1.10E-18	2.90E-13	5.58E-06	3.69E-08	1.23E-06	1.05E-09	2.78E-09	6.94E-07	5.44E-11	1.14E-06	2.52E-12	2.36E-11	1.03E-06	0	2.04E-17	3.92E-06
3.73396	0.0191992	4.72E-09	4.12E-07	5.37E-06	1.94E-08	0.0367616	0.01021	0.0125352	1.79E-07	1.82E-06	0.00325633	0.00381593	0.00120044	0.000410567	4.81E-08	0.000205238	8.56E-06	3.66E-05	2.04E-05	1.04E-18	2.73E-13	5.58E-06	3.68E-08	1.23E-06	1.05E-09	2.78E-09	6.94E-07	5.36E-11	1.14E-06	2.37E-12	2.34E-11	1.03E-06	0	1.50E-17	3.92E-06
3.81954	0.0197624	4.70E-09	4.33E-07	5.58E-06	1.99E-08	0.0365825	0.0102052	0.0125143	1.22E-07	1.44E-06	0.00325818	0.00379803	0.00119217	0.00040948	4.81E-08	0.000205231	8.55E-06	3.66E-05	2.04E-05	7.14E-19	1.84E-13	5.58E-06	3.53E-08	1.23E-06	1.02E-09	2.69E-09	6.94E-07	4.86E-11	1.14E-06	1.54E-12	2.14E-11	1.03E-06	0	3.06E-18	3.92E-06
3.90504	0.0236967	4.76E-09	5.80E-07	7.00E-06	2.30E-08	0.0353589	0.0101714	0.012374	4.51E-08	7.77E-07	0.0032681	0.00367628	0.0011373	0.000402124	4.83E-08	0.000205199	8.52E-06	3.64E-05	2.05E-05	2.82E-19	6.86E-14	5.57E-06	2.73E-08	1.24E-06	8.01E-10	2.11E-09	6.92E-07	3.34E-11	1.13E-06	5.15E-13	1.45E-11	1.03E-06	0	2.88E-21	3.91E-06
3.93598	0.0274057	4.85E-09	7.16E-07	8.33E-06	2.59E-08	0.0342136	0.0101395	0.0122435	2.97E-08	5.40E-07	0.00327664	0.00356256	0.00108642	0.000395271	4.84E-08	0.000205174	8.49E-06	3.62E-05	2.06E-05	1.87E-19	4.56E-14	5.57E-06	2.04E-08	1.24E-06	6.00E-10	1.58E-09	6.90E-07	2.41E-11	1.13E-06	3.37E-13	1.03E-11	1.03E-06	0	1.95E-21	3.91E-06
3.96682	0.0337472	5.00E-09	9.49E-07	1.06E-05	3.09E-08	0.0322562	0.010085	0.0120207	5.69E-09	1.46E-07	0.00329118	0.00336823	0.000999489	0.000383561	4.87E-08	0.00020513	8.43E-06	3.59E-05	2.07E-05	3.80E-20	8.95E-15	5.56E-06	8.51E-09	1.24E-06	2.57E-10	6.76E-10	6.87E-07	8.49E-12	1.12E-06	6.00E-14	3.42E-12	1.03E-06	0	5.62E-22	3.91E-06
