mass C_12 C_13 C_14 N_13 N_14 N_15 O_14 O_15 O_16 O_17 O_18 F_18 Mg_24 Mg_25 Mg_26 Mg_27 Al_26 Al_27 Al_28 Al_29 Al_30 Si_28 Si_29 Si_30 Si_31 Si_32 P_29 P_30 P_31 P_32 P_33 P_34 S_32 S_33 S_34 Ca_40 Ar_44 K_44 Ca_44 Sc_46 Ti_46 Ca_46 K_46 Ar_46 K_47 Ca_47 Ti_47 Sc_47 V_47 K_48 Ca_48 Sc_48 Ti_48 V_48 Ca_49 Sc_49 Ti_49 V_49 Ca_50 Sc_50 Ti_50 V_50
2.34261 4.2037e-06 8.89152e-14 4.76218e-12 3.49364e-21 3.69508e-11 2.9419e-12 5.6116e-32 9.17142e-17 0.747231 1.65982e-10 2.91254e-12 2.87184e-15 0.102025 0.0093296 0.00295064 7.77163e-08 6.82652e-07 0.00564387 9.56872e-07 5.98914e-10 0 0.093062 0.0222244 0.0102956 4.55847e-06 4.08964e-06 1.49132e-14 2.44575e-07 0.00222185 7.1029e-05 1.76805e-05 4.01735e-11 0.00542337 0.000261003 0.000559614 1.15166e-05 9.60128e-19 1.45146e-12 6.70088e-06 2.71896e-08 6.19566e-07 1.54703e-06 1.20405e-20 0 0 1.46987e-07 4.3837e-07 2.77002e-07 5.85735e-12 0 1.19669e-07 8.72622e-10 1.28137e-06 6.09889e-11 4.3879e-15 8.7292e-12 1.2975e-06 1.90858e-08 0 1.87048e-17 4.79534e-06 2.52219e-08
2.36195 9.04076e-06 3.94625e-13 1.11638e-11 2.8088e-20 9.71057e-11 7.45864e-12 1.98177e-27 8.07419e-16 0.746257 5.14626e-10 5.1415e-12 3.66189e-14 0.102586 0.00954077 0.003053 2.01929e-07 2.285e-06 0.00572659 2.80505e-06 2.37196e-09 0 0.0924644 0.0220562 0.0100328 1.27575e-05 4.00775e-06 5.75384e-14 8.49016e-07 0.00212197 7.42061e-05 1.77368e-05 1.04226e-10 0.00521518 0.000252553 0.000531258 1.16254e-05 8.41658e-18 1.14371e-11 6.69481e-06 5.58483e-08 6.04382e-07 1.50706e-06 6.25308e-19 0 0 1.52548e-07 4.37691e-07 2.641e-07 2.03833e-11 0 1.20409e-07 2.16829e-09 1.29378e-06 1.24063e-10 1.43856e-14 3.05962e-11 1.29965e-06 1.7839e-08 0 1.90687e-16 4.74082e-06 2.37537e-08
2.37546 1.23648e-05 6.77127e-13 1.55972e-11 5.45583e-20 1.33659e-10 1.09819e-11 6.18903e-27 1.4468e-15 0.745257 7.6819e-10 7.28171e-12 8.7759e-14 0.103637 0.00968049 0.00312389 2.47376e-07 2.9012e-06 0.0057491 3.41984e-06 3.00494e-09 0 0.0913528 0.0219448 0.00986533 1.59162e-05 3.93858e-06 8.38122e-14 1.12559e-06 0.00206995 7.23734e-05 1.72601e-05 1.25645e-10 0.00509299 0.000247327 0.000514707 1.16923e-05 1.58068e-17 1.50698e-11 6.66554e-06 5.74807e-08 6.02348e-07 1.48646e-06 1.18937e-18 0 0 1.50598e-07 4.37531e-07 2.64547e-07 2.7845e-11 0 1.20506e-07 2.5484e-09 1.29596e-06 1.32071e-10 2.2567e-14 3.63866e-11 1.29979e-06 1.7791e-08 0 3.10955e-16 4.73135e-06 2.36283e-08
2.38895 1.6101e-05 1.02639e-12 2.03695e-11 8.94583e-20 1.70279e-10 1.52476e-11 1.45509e-26 2.17489e-15 0.744008 1.03696e-09 9.93693e-12 1.7196e-13 0.104912 0.00983602 0.00321373 2.76552e-07 3.27519e-06 0.00577281 3.73234e-06 3.31055e-09 0 0.0899737 0.0218108 0.00966893 1.76366e-05 3.86555e-06 1.0765e-13 1.30671e-06 0.00200954 7.00604e-05 1.67222e-05 1.35618e-10 0.00494735 0.000240903 0.000495894 1.17707e-05 2.45619e-17 1.67616e-11 6.63888e-06 5.59949e-08 6.02519e-07 1.4636e-06 1.66655e-18 0 0 1.47417e-07 4.37867e-07 2.64991e-07 3.32789e-11 0 1.20635e-07 2.72561e-09 1.2985e-06 1.32517e-10 3.20339e-14 3.83993e-11 1.29977e-06 1.77098e-08 0 4.02098e-16 4.7206e-06 2.34641e-08
2.38901 2.10048e-05 1.78219e-12 3.67278e-11 2.00558e-19 3.07356e-10 2.78365e-11 5.55547e-26 7.04272e-15 0.741202 1.80463e-09 1.72328e-11 5.22735e-13 0.108066 0.0102945 0.00349033 5.1472e-07 5.81971e-06 0.00589489 6.63808e-06 7.67288e-09 0 0.0872215 0.0214651 0.00903397 2.73775e-05 3.58825e-06 1.79579e-13 2.07271e-06 0.00176454 6.63383e-05 1.57689e-05 2.24522e-10 0.00443707 0.000217839 0.000430862 1.20012e-05 7.7014e-17 6.38909e-11 6.6785e-06 8.68014e-08 5.78113e-07 1.38613e-06 1.88099e-17 0 0 1.42794e-07 4.40243e-07 2.40306e-07 4.72145e-11 0 1.21897e-07 4.42569e-09 1.31935e-06 1.61121e-10 5.64817e-14 8.15774e-11 1.30559e-06 1.61369e-08 0 1.48585e-15 4.6485e-06 2.11056e-08
2.3984 2.35481e-05 2.10604e-12 4.22031e-11 2.52125e-19 3.50569e-10 3.25234e-11 8.04681e-26 9.0167e-15 0.74018 2.06509e-09 2.00305e-11 6.94908e-13 0.10899 0.0104111 0.00357741 5.73532e-07 6.40249e-06 0.00591567 7.24902e-06 8.76475e-09 0 0.086204 0.0213478 0.0088604 2.915e-05 3.52221e-06 2.00578e-13 2.24042e-06 0.00170682 6.47026e-05 1.54189e-05 2.40969e-10 0.00431084 0.000212102 0.000415749 1.20722e-05 9.69685e-17 7.61994e-11 6.67658e-06 9.04631e-08 5.76122e-07 1.36422e-06 2.68601e-17 0 0 1.40146e-07 4.42614e-07 2.35481e-07 5.05062e-11 0 1.22171e-07 4.72993e-09 1.32416e-06 1.64218e-10 6.55484e-14 9.06324e-11 1.30647e-06 1.58773e-08 0 1.8438e-15 4.63352e-06 2.06585e-08
2.4078 3.31932e-05 3.56345e-12 7.30676e-11 5.55344e-19 5.9052e-10 5.91787e-11 3.00179e-25 2.46388e-14 0.734966 3.45006e-09 3.60796e-11 2.02034e-12 0.11319 0.0109182 0.00401934 9.17799e-07 9.49484e-06 0.00598364 1.05092e-05 1.58715e-08 0 0.0811826 0.020752 0.00804538 3.69109e-05 3.21382e-06 3.02685e-13 2.98814e-06 0.00145073 5.72008e-05 1.38154e-05 3.19335e-10 0.00374356 0.000186123 0.000350133 1.2415e-05 2.40028e-16 1.86033e-10 6.67632e-06 1.11624e-07 5.63746e-07 1.26366e-06 1.43073e-16 0 0 1.30403e-07 4.52902e-07 2.13632e-07 6.25329e-11 0 1.23493e-07 6.29844e-09 1.34659e-06 1.7578e-10 1.14994e-13 1.49022e-10 1.30815e-06 1.48038e-08 0 4.70663e-15 4.57028e-06 1.85203e-08
2.40783 3.37534e-05 3.67676e-12 7.64047e-11 5.86758e-19 6.16625e-10 6.18266e-11 3.29334e-25 2.68767e-14 0.734511 3.58955e-09 3.77112e-11 2.18367e-12 0.113552 0.0109662 0.00406666 9.64512e-07 9.88762e-06 0.00599012 1.09443e-05 1.6987e-08 0 0.0807742 0.0206941 0.00796047 3.77089e-05 3.1774e-06 3.12872e-13 3.06689e-06 0.00142361 5.62897e-05 1.36417e-05 3.28565e-10 0.00368792 0.000183537 0.000343456 1.24524e-05 2.55846e-16 2.06826e-10 6.67879e-06 1.14498e-07 5.61483e-07 1.25157e-06 1.7314e-16 0 0 1.29251e-07 4.54579e-07 2.09315e-07 6.34599e-11 0 1.23693e-07 6.4458e-09 1.35009e-06 1.7743e-10 1.19888e-13 1.57594e-10 1.30916e-06 1.47074e-08 0 5.18499e-15 4.56197e-06 1.8239e-08
2.41875 3.96312e-05 4.5009e-12 9.23659e-11 7.72772e-19 7.26942e-10 7.87887e-11 5.2737e-25 3.60297e-14 0.731293 4.28048e-09 4.80158e-11 3.23131e-12 0.115649 0.0111993 0.0043077 1.06145e-06 1.04365e-05 0.00600643 1.13041e-05 1.79549e-08 0 0.0776794 0.0203378 0.0075847 3.76472e-05 3.02386e-06 3.46085e-13 3.15618e-06 0.0013248 5.27482e-05 1.28308e-05 3.24941e-10 0.00343998 0.000172141 0.000317268 1.26216e-05 3.28938e-16 2.09651e-10 6.65226e-06 1.11965e-07 5.71796e-07 1.20678e-06 1.9101e-16 0 0 1.21922e-07 4.62133e-07 2.06457e-07 6.67094e-11 0 1.2398e-07 6.56323e-09 1.3563e-06 1.75807e-10 1.48446e-13 1.59693e-10 1.30659e-06 1.42297e-08 0 5.76469e-15 4.54171e-06 1.77338e-08
2.42967 4.62541e-05 5.4179e-12 1.09837e-10 9.75688e-19 8.36395e-10 1.00023e-10 7.95885e-25 4.55806e-14 0.727348 5.00284e-09 6.10225e-11 4.62614e-12 0.117975 0.0114589 0.0046058 1.12632e-06 1.04941e-05 0.00601672 1.10658e-05 1.7451e-08 0 0.0739892 0.0199004 0.00714625 3.58868e-05 2.84279e-06 3.67873e-13 3.10352e-06 0.00121354 4.86351e-05 1.18914e-05 3.00729e-10 0.00315721 0.000159105 0.000288038 1.28234e-05 3.96437e-16 1.91976e-10 6.62093e-06 1.06055e-07 5.87084e-07 1.15465e-06 1.7256e-16 0 0 1.13245e-07 4.71464e-07 2.03351e-07 6.8415e-11 0 1.24329e-07 6.35608e-09 1.36334e-06 1.71699e-10 1.81741e-13 1.49938e-10 1.30313e-06 1.36468e-08 0 5.65929e-15 4.5183e-06 1.71409e-08
2.44057 5.34126e-05 6.38417e-12 1.26646e-10 1.17584e-18 9.30019e-10 1.23482e-10 1.11053e-24 5.37505e-14 0.723138 5.66571e-09 7.55382e-11 6.2131e-12 0.119988 0.0116855 0.00492445 1.15436e-06 1.01358e-05 0.006009 1.04001e-05 1.59377e-08 0 0.0702436 0.0194384 0.00672135 3.30404e-05 2.67582e-06 3.7644e-13 2.94692e-06 0.00111187 4.47675e-05 1.09998e-05 2.67057e-10 0.00289348 0.000146845 0.000261718 1.3028e-05 4.4579e-16 1.6339e-10 6.58782e-06 9.82757e-08 6.0504e-07 1.10389e-06 1.34612e-16 0 0 1.04861e-07 4.80867e-07 2.01029e-07 6.86066e-11 0 1.2468e-07 5.95814e-09 1.36963e-06 1.65989e-10 2.16003e-13 1.33684e-10 1.29893e-06 1.30996e-08 0 5.04613e-15 4.49565e-06 1.65812e-08
2.45147 6.57803e-05 8.46592e-12 1.79341e-10 1.76045e-18 1.24574e-09 1.87211e-10 2.26585e-24 9.42248e-14 0.713843 7.54757e-09 1.16288e-10 1.14609e-11 0.123614 0.0121241 0.00571916 1.51544e-06 1.13995e-05 0.00596994 1.13922e-05 1.94301e-08 0 0.062571 0.0183255 0.00574203 3.1247e-05 2.27126e-06 4.16701e-13 2.96483e-06 0.000877872 3.62306e-05 9.07651e-06 2.48182e-10 0.00232579 0.000120096 0.000205497 1.35242e-05 6.27703e-16 2.1762e-10 6.54723e-06 1.01775e-07 6.30309e-07 9.75369e-07 2.52285e-16 0 0 8.81475e-08 5.08214e-07 1.78804e-07 7.24528e-11 0 1.26063e-07 5.97436e-09 1.39231e-06 1.67373e-10 3.06998e-13 1.48244e-10 1.29202e-06 1.17441e-08 0 6.71126e-15 4.43353e-06 1.44669e-08
2.45147 6.80705e-05 8.97507e-12 1.96652e-10 1.94692e-18 1.35783e-09 2.05317e-10 2.64798e-24 1.10301e-13 0.711548 8.15384e-09 1.28e-10 1.31288e-11 0.124469 0.0122336 0.0059349 1.68453e-06 1.22737e-05 0.00596132 1.22694e-05 2.19774e-08 0 0.0607502 0.0180295 0.00547838 3.20135e-05 2.15637e-06 4.36821e-13 3.07531e-06 0.000812966 3.4002e-05 8.58648e-06 2.56774e-10 0.00217751 0.000113066 0.000190643 1.36597e-05 6.99073e-16 2.5736e-10 6.54445e-06 1.07376e-07 6.3317e-07 9.38629e-07 3.25685e-16 0 0 8.41565e-08 5.16688e-07 1.69185e-07 7.47255e-11 0 1.2655e-07 6.20817e-09 1.4002e-06 1.71134e-10 3.33611e-13 1.63482e-10 1.29097e-06 1.13412e-08 0 7.87404e-15 4.41472e-06 1.37248e-08
2.45474 7.92007e-05 1.10678e-11 2.48288e-10 2.72987e-18 1.68858e-09 2.5842e-10 4.43773e-24 1.72244e-13 0.705604 9.88643e-09 1.6325e-10 1.88585e-11 0.125619 0.0123902 0.00644197 2.22041e-06 1.4758e-05 0.00589093 1.48148e-05 3.10286e-08 0 0.0562777 0.0173286 0.00497658 3.36711e-05 1.9631e-06 4.86477e-13 3.34075e-06 0.000708546 3.01836e-05 7.64237e-06 2.8303e-10 0.0019151 0.00010029 0.000166646 1.39443e-05 9.5004e-16 4.16372e-10 6.51399e-06 1.23766e-07 6.38952e-07 8.68592e-07 8.11207e-16 0 0 7.67893e-08 5.32102e-07 1.56331e-07 7.98255e-11 0 1.27174e-07 7.10796e-09 1.4118e-06 1.78085e-10 4.08782e-13 2.17117e-10 1.28499e-06 1.09822e-08 0 1.29235e-14 4.3846e-06 1.28032e-08
2.46098 8.21634e-05 1.14954e-11 2.56218e-10 2.76669e-18 1.70354e-09 2.75816e-10 4.62579e-24 1.70743e-13 0.703256 1.00958e-08 1.74862e-10 2.00117e-11 0.125843 0.0124306 0.0066438 2.16669e-06 1.38545e-05 0.00585855 1.37472e-05 2.76961e-08 0 0.0546205 0.0170521 0.00480008 3.13572e-05 1.89744e-06 4.6863e-13 3.13962e-06 0.000675057 2.90219e-05 7.35041e-06 2.55967e-10 0.00182194 9.58097e-05 0.000158924 1.40498e-05 9.15494e-16 3.5908e-10 6.5014e-06 1.17588e-07 6.53991e-07 8.46254e-07 6.191e-16 0 0 7.35503e-08 5.38997e-07 1.53967e-07 7.87951e-11 0 1.274e-07 6.56707e-09 1.41336e-06 1.74272e-10 4.27854e-13 1.92243e-10 1.28139e-06 1.05741e-08 0 1.0927e-14 4.37376e-06 1.24368e-08
2.46722 8.51231e-05 1.19188e-11 2.63504e-10 2.79128e-18 1.71234e-09 2.93281e-10 4.78342e-24 1.67786e-13 0.700908 1.02762e-08 1.86651e-10 2.10828e-11 0.126035 0.0124681 0.00684622 2.10541e-06 1.29638e-05 0.00582494 1.27158e-05 2.46125e-08 0 0.0529773 0.0167754 0.00462618 2.90253e-05 1.83277e-06 4.49653e-13 2.93997e-06 0.000642496 2.78795e-05 7.06202e-06 2.30518e-10 0.00173085 9.14229e-05 0.000151406 1.41547e-05 8.76109e-16 3.06906e-10 6.4887e-06 1.11404e-07 6.69047e-07 8.24186e-07 4.65374e-16 0 0 7.03614e-08 5.4579e-07 1.51705e-07 7.75548e-11 0 1.27623e-07 6.04817e-09 1.41478e-06 1.70322e-10 4.46301e-13 1.69084e-10 1.27776e-06 1.01746e-08 0 9.13707e-15 4.36312e-06 1.20785e-08
2.47183 9.11085e-05 1.29277e-11 2.83543e-10 3.0276e-18 1.7972e-09 3.24635e-10 5.48728e-24 1.80501e-13 0.697316 1.085e-08 2.08098e-10 2.36739e-11 0.126072 0.0125021 0.00714679 2.17422e-06 1.26524e-05 0.00576508 1.23122e-05 2.37938e-08 0 0.0505498 0.0163648 0.00438929 2.73838e-05 1.7512e-06 4.4059e-13 2.81056e-06 0.00060002 2.63273e-05 6.65438e-06 2.14525e-10 0.00161141 8.55437e-05 0.00014172 1.43065e-05 9.12893e-16 2.87911e-10 6.46758e-06 1.09375e-07 6.85376e-07 7.9258e-07 4.26434e-16 0 0 6.61912e-08 5.54406e-07 1.49157e-07 7.74828e-11 0 1.27881e-07 5.86455e-09 1.4163e-06 1.67781e-10 4.82375e-13 1.61865e-10 1.2723e-06 9.79307e-09 0 8.73569e-15 4.34861e-06 1.16705e-08
2.47644 9.73512e-05 1.401e-11 3.05035e-10 3.2709e-18 1.88313e-09 3.59162e-10 6.25751e-24 1.93232e-13 0.693536 1.14373e-08 2.32114e-10 2.64604e-11 0.12602 0.012531 0.00746588 2.24474e-06 1.23128e-05 0.00569973 1.18901e-05 2.29442e-08 0 0.0480387 0.0159303 0.00414564 2.56609e-05 1.66574e-06 4.28754e-13 2.67405e-06 0.000557185 2.47295e-05 6.23185e-06 1.98062e-10 0.00149051 7.95798e-05 0.000131989 1.44651e-05 9.44617e-16 2.69109e-10 6.44545e-06 1.07339e-07 7.02506e-07 7.5978e-07 3.89808e-16 0 0 6.19085e-08 5.63387e-07 1.46446e-07 7.72722e-11 0 1.28149e-07 5.6709e-09 1.41775e-06 1.65101e-10 5.20716e-13 1.54577e-10 1.26656e-06 9.40628e-09 0 8.31994e-15 4.33356e-06 1.12516e-08
2.47649 0.00011137 1.7166e-11 3.92712e-10 4.41687e-18 2.33679e-09 4.61782e-10 9.95745e-24 2.92317e-13 0.68487 1.38732e-08 3.06197e-10 3.7304e-11 0.125221 0.0125586 0.00825811 3.01205e-06 1.42555e-05 0.00553872 1.39545e-05 3.15923e-08 0 0.0426786 0.0148698 0.00359167 2.5733e-05 1.44783e-06 4.49854e-13 2.74458e-06 0.000462361 2.12665e-05 5.29551e-06 2.07018e-10 0.00123726 6.67172e-05 0.00011139 1.48598e-05 1.16175e-15 4.16167e-10 6.39809e-06 1.26042e-07 7.23539e-07 6.75152e-07 9.14122e-16 0 0 5.33179e-08 5.88008e-07 1.28756e-07 8.17334e-11 0 1.28935e-07 6.15263e-09 1.42573e-06 1.69879e-10 6.43477e-13 1.96447e-10 1.25407e-06 8.76052e-09 0 1.29963e-14 4.29511e-06 1.01312e-08
2.47992 0.000112641 1.73393e-11 3.94088e-10 4.35245e-18 2.31367e-09 4.71484e-10 9.82403e-24 2.81938e-13 0.683769 1.3854e-08 3.13341e-10 3.74729e-11 0.125037 0.0125538 0.00836126 2.92532e-06 1.359e-05 0.00551562 1.32291e-05 2.90872e-08 0 0.0420428 0.0147345 0.00352779 2.46081e-05 1.424e-06 4.35377e-13 2.62934e-06 0.00045259 2.09273e-05 5.20108e-06 1.94234e-10 0.00120766 6.52384e-05 0.000109196 1.49072e-05 1.10377e-15 3.78663e-10 6.3925e-06 1.22586e-07 7.31842e-07 6.66508e-07 7.59817e-16 0 0 5.22008e-08 5.91111e-07 1.27631e-07 8.06358e-11 0 1.29035e-07 5.81695e-09 1.42558e-06 1.67293e-10 6.50759e-13 1.80365e-10 1.25211e-06 8.5752e-09 0 1.14704e-14 4.29072e-06 9.97936e-09
2.49018 0.000116606 1.78075e-11 3.93271e-10 4.07039e-18 2.20548e-09 4.9968e-10 9.13343e-24 2.41093e-13 0.68035 1.36331e-08 3.34515e-10 3.72599e-11 0.124366 0.0125318 0.00868269 2.59227e-06 1.13747e-05 0.00544133 1.08556e-05 2.14387e-08 0 0.0401135 0.0143149 0.00333733 2.10675e-05 1.35412e-06 3.86435e-13 2.24541e-06 0.000424495 1.99242e-05 4.91912e-06 1.54504e-10 0.00112084 6.08741e-05 0.000102844 1.50528e-05 9.0564e-16 2.7172e-10 6.37466e-06 1.11585e-07 7.57866e-07 6.40512e-07 3.90089e-16 0 0 4.88732e-08 6.00272e-07 1.24509e-07 7.60337e-11 0 1.29332e-07 4.77133e-09 1.42472e-06 1.57797e-10 6.68635e-13 1.34292e-10 1.24599e-06 8.02622e-09 0 7.3323e-15 4.27752e-06 9.53754e-09
2.49021 0.000120068 1.85888e-11 4.12429e-10 4.31772e-18 2.29389e-09 5.23597e-10 9.97747e-24 2.59895e-13 0.678611 1.41197e-08 3.52508e-10 3.95963e-11 0.123944 0.0125169 0.00883621 2.73907e-06 1.16608e-05 0.00540333 1.11685e-05 2.27349e-08 0 0.0391472 0.0141113 0.00325107 2.09811e-05 1.32268e-06 3.8808e-13 2.25113e-06 0.00041155 1.94322e-05 4.77646e-06 1.55872e-10 0.00108341 5.89175e-05 0.000100094 1.51235e-05 9.59382e-16 2.84789e-10 6.36453e-06 1.13696e-07 7.63837e-07 6.27413e-07 4.43113e-16 0 0 4.74519e-08 6.04186e-07 1.22812e-07 7.69573e-11 0 1.29434e-07 4.89045e-09 1.42427e-06 1.58283e-10 6.94717e-13 1.40523e-10 1.24307e-06 7.91244e-09 0 7.98164e-15 4.27139e-06 9.38992e-09
2.49023 0.000138601 2.30666e-11 5.26377e-10 5.72329e-18 2.78446e-09 6.65511e-10 1.51619e-23 3.69184e-13 0.669173 1.6847e-08 4.62904e-10 5.31522e-11 0.121214 0.0124161 0.00970726 3.60594e-06 1.30126e-05 0.00519204 1.27488e-05 3.01206e-08 0 0.0341572 0.0129684 0.00279225 1.98388e-05 1.14124e-06 3.89231e-13 2.22209e-06 0.000345686 1.69355e-05 4.03687e-06 1.59604e-10 0.000892289 4.88199e-05 8.61117e-05 1.55242e-05 1.15757e-15 3.7262e-10 6.30903e-06 1.27336e-07 7.95969e-07 5.54506e-07 8.37802e-16 0 0 4.01279e-08 6.27161e-07 1.09407e-07 8.07414e-11 0 1.30048e-07 5.14266e-09 1.4223e-06 1.59481e-10 8.44559e-13 1.6199e-10 1.22691e-06 7.25894e-09 0 1.11266e-14 4.23681e-06 8.54418e-09
2.49707 0.000139574 2.29132e-11 5.08169e-10 5.28279e-18 2.62538e-09 6.67248e-10 1.36222e-23 3.16836e-13 0.668227 1.62466e-08 4.64521e-10 5.05513e-11 0.120893 0.012401 0.00980331 3.21098e-06 1.14124e-05 0.0051691 1.10167e-05 2.38106e-08 0 0.0336952 0.012847 0.00274698 1.86852e-05 1.12462e-06 3.58452e-13 2.0063e-06 0.000340002 1.67271e-05 3.97466e-06 1.37027e-10 0.000873263 4.78431e-05 8.48097e-05 1.5565e-05 9.7525e-16 3.09359e-10 6.30415e-06 1.23286e-07 8.04516e-07 5.48017e-07 5.41215e-16 0 0 3.93555e-08 6.29596e-07 1.08471e-07 7.67369e-11 0 1.30133e-07 4.58312e-09 1.42179e-06 1.53318e-10 8.34585e-13 1.40442e-10 1.22511e-06 7.09138e-09 0 8.51738e-15 4.2333e-06 8.425e-09
2.50391 0.000140582 2.2752e-11 4.89505e-10 4.8687e-18 2.47167e-09 6.67754e-10 1.22074e-23 2.69815e-13 0.66731 1.56436e-08 4.65401e-10 4.7964e-11 0.120571 0.0123859 0.00989578 2.84534e-06 9.97187e-06 0.0051467 9.4882e-06 1.87726e-08 0 0.0332504 0.0127299 0.00270409 1.76036e-05 1.10887e-06 3.29715e-13 1.8012e-06 0.000334713 1.65268e-05 3.91487e-06 1.17315e-10 0.000855386 4.69202e-05 8.35907e-05 1.56042e-05 8.16762e-16 2.56493e-10 6.29934e-06 1.19488e-07 8.12655e-07 5.41827e-07 3.46562e-16 0 0 3.8623e-08 6.31881e-07 1.07611e-07 7.25372e-11 0 1.30212e-07 4.08139e-09 1.42122e-06 1.47078e-10 8.23514e-13 1.22048e-10 1.22336e-06 6.93867e-09 0 6.5105e-15 4.22998e-06 8.31568e-09
2.50392 0.000142471 2.32516e-11 5.02852e-10 5.00812e-18 2.52109e-09 6.85277e-10 1.27373e-23 2.79887e-13 0.666249 1.59463e-08 4.79499e-10 4.94043e-11 0.120169 0.0123671 0.00999421 2.93207e-06 1.00892e-05 0.00512061 9.62719e-06 1.93588e-08 0 0.0327386 0.0126014 0.0026589 1.72002e-05 1.0909e-06 3.29459e-13 1.7982e-06 0.000328901 1.62945e-05 3.84507e-06 1.17749e-10 0.000837216 4.59506e-05 8.23464e-05 1.56474e-05 8.40323e-16 2.54853e-10 6.29343e-06 1.18357e-07 8.18811e-07 5.34956e-07 3.56288e-16 0 0 3.78648e-08 6.3423e-07 1.06681e-07 7.31778e-11 0 1.30278e-07 4.06791e-09 1.42013e-06 1.47064e-10 8.41056e-13 1.20317e-10 1.22139e-06 6.83971e-09 0 6.55592e-15 4.22647e-06 8.22633e-09
2.50393 0.000144341 2.37515e-11 5.16262e-10 5.14758e-18 2.57062e-09 7.02849e-10 1.32743e-23 2.90045e-13 0.665203 1.62467e-08 4.93718e-10 5.08523e-11 0.119773 0.0123487 0.0100912 3.0193e-06 1.02033e-05 0.00509491 9.76355e-06 1.99463e-08 0 0.0322328 0.0124747 0.00261426 1.6804e-05 1.07311e-06 3.29036e-13 1.79455e-06 0.000323151 1.60642e-05 3.77591e-06 1.18098e-10 0.000819254 4.4993e-05 8.11152e-05 1.56899e-05 8.63849e-16 2.53021e-10 6.28759e-06 1.17286e-07 8.24836e-07 5.28169e-07 3.65652e-16 0 0 3.71153e-08 6.36552e-07 1.05762e-07 7.37916e-11 0 1.30343e-07 4.05566e-09 1.41906e-06 1.47049e-10 8.58528e-13 1.18675e-10 1.21945e-06 6.74276e-09 0 6.60175e-15 4.22301e-06 8.13828e-09
2.50396 0.00014734 2.45377e-11 5.36348e-10 5.36488e-18 2.64769e-09 7.2916e-10 1.41112e-23 3.05854e-13 0.66369 1.66888e-08 5.15055e-10 5.30896e-11 0.119189 0.0123217 0.0102293 3.15224e-06 1.03704e-05 0.00505811 9.96551e-06 2.08375e-08 0 0.0315034 0.0122938 0.00255144 1.64639e-05 1.04816e-06 3.2823e-13 1.7889e-06 0.000314994 1.57329e-05 3.67624e-06 1.18555e-10 0.000794181 4.36471e-05 7.93979e-05 1.57503e-05 9.02956e-16 2.53888e-10 6.27907e-06 1.16971e-07 8.32299e-07 5.18488e-07 3.88371e-16 0 0 3.60655e-08 6.39756e-07 1.04507e-07 7.45528e-11 0 1.30428e-07 4.11051e-09 1.41751e-06 1.47083e-10 8.84214e-13 1.20649e-10 1.21668e-06 6.62641e-09 0 6.91883e-15 4.21813e-06 8.02346e-09
2.50412 0.000167971 3.00415e-11 6.67686e-10 6.81211e-18 3.11237e-09 8.99325e-10 1.98699e-23 4.0303e-13 0.654936 1.94023e-08 6.58266e-10 6.69139e-11 0.115225 0.0121512 0.0110485 4.00595e-06 1.12138e-05 0.00485115 1.11172e-05 2.64592e-08 0 0.0275688 0.0112233 0.00221246 1.55473e-05 9.04147e-07 3.19665e-13 1.71931e-06 0.000273112 1.4015e-05 3.13949e-06 1.20024e-10 0.000667751 3.6652e-05 7.0721e-05 1.61178e-05 1.02602e-15 3.18238e-10 6.22585e-06 1.32018e-07 8.61665e-07 4.60242e-07 6.7372e-16 0 0 3.07116e-08 6.58392e-07 9.27983e-08 7.67071e-11 0 1.30904e-07 4.18895e-09 1.40978e-06 1.45756e-10 1.04429e-12 1.33277e-10 1.20069e-06 6.11565e-09 0 9.05042e-15 4.18891e-06 7.42996e-09
2.50444 0.000167992 3.0047e-11 6.67778e-10 6.81497e-18 3.11264e-09 8.99406e-10 1.9881e-23 4.03167e-13 0.654932 1.94058e-08 6.58349e-10 6.69225e-11 0.115223 0.0121511 0.0110489 4.00659e-06 1.12159e-05 0.00485105 1.11204e-05 2.64666e-08 0 0.0275669 0.0112228 0.0022123 1.55456e-05 9.04077e-07 3.19717e-13 1.71961e-06 0.000273093 1.40142e-05 3.13923e-06 1.20066e-10 0.00066769 3.66486e-05 7.07168e-05 1.6118e-05 1.02604e-15 3.18276e-10 6.22582e-06 1.32016e-07 8.61688e-07 4.60215e-07 6.73913e-16 0 0 3.0709e-08 6.58401e-07 9.27928e-08 7.67181e-11 0 1.30904e-07 4.18844e-09 1.40977e-06 1.45758e-10 1.04443e-12 1.33254e-10 1.20068e-06 6.11529e-09 0 9.05243e-15 4.1889e-06 7.42962e-09
